僨儅儞僪幚愌僨乕僞,2018擭,04寧,04擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100235,50�51崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    43.0,    42.0,    42.0,    41.0,    44.0,    41.0,    43.0,    44.0,    44.0,    43.0,    45.0,    48.0,    49.0,    48.0,    48.0,    46.0,    58.0,    72.0,    80.0,    88.0,    87.0,   105.0,   112.0,   115.0,   116.0,   113.0,   119.0,   108.0,    97.0,   101.0,    86.0,    81.0,    79.0,    76.0,    70.0,    68.0,    69.0,    68.0,    64.0,    56.0,    55.0,    52.0,    51.0,    49.0,    46.0,    43.0,    44.0,    43.0,    41.0,   119.0,    66.3,  3182.0
100236,53崋娰(抧忋)揹椡検丂丂丂丂丂丂丂,kWH   ,    29.0,    30.0,    30.0,    30.0,    30.0,    29.0,    30.0,    29.0,    29.0,    29.0,    30.0,    30.0,    25.0,    31.0,    31.0,    32.0,    32.0,    33.0,    35.0,    35.0,    36.0,    36.0,    38.0,    39.0,    38.0,    38.0,    40.0,    40.0,-899963.,    38.0,    39.0,    39.0,    40.0,    39.0,    37.0,    36.0,    34.0,    37.0,    34.0,    34.0,    32.0,    31.0,    31.0,    31.0,    31.0,    31.0,    26.0,    29.0,-899963.0,    40.0,-18716.7,-898400.000237,52崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     2.0,     3.0,     2.0,     3.0,     3.0,     4.0,     4.0,     4.0,     3.0,     3.0,     2.0,     2.0,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,     1.0,     4.0,     2.1,    58.0
100238,疼菝ū尋媶搹揹椡検丂丂丂丂丂丂丂,kWH   ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        
100239,崅揹埑幚尡幒揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     1.0,     1.0,     1.0,     2.0,     1.0,     3.0,     2.0,     2.0,     1.0,     2.0,     0.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     1.0,     0.0,     0.0,     1.0,     1.0,     0.0,     0.0,     3.0,     0.8,    36.0
100240,懱堢娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     5.0,     5.0,     6.0,     8.0,     7.0,     7.0,     7.0,     7.0,     8.0,     7.0,    12.0,    13.0,     9.0,    10.0,    11.0,    13.0,    13.0,    14.0,    14.0,    14.0,    12.0,    14.0,    14.0,    12.0,    11.0,    10.0,     6.0,     3.0,     3.0,     2.0,     1.0,     0.0,    14.0,     5.8,   278.0
100241,皋壮菽迵d椡検 丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     8.0,    16.0,    16.0,     2.0,     0.0,     1.0,     0.0,     0.0,     0.0,     0.0,    16.0,     0.9,    43.0
100242,29崋娰(缸剔セ案偬咦晦)揹椡検丂丂,kWH   ,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     4.0,     5.0,     6.0,     5.0,     7.0,     5.0,     5.0,     5.0,     5.0,     6.0,     6.0,     6.0,     6.0,     6.0,     4.0,     4.0,     3.0,     3.0,     2.0,     2.0,     2.0,     1.0,     7.0,     3.3,   159.0
100243,闷胶澳揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     1.0,     3.0,     2.0,     3.0,     2.0,     3.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.0,     0.4,    18.0
100244,53崋娰(壆忋)揹椡検丂丂丂丂丂丂丂,kWH   ,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     3.0,     2.0,     3.0,     3.0,     5.0,     4.0,     5.0,     8.0,     6.0,     7.0,     9.0,     5.0,     5.0,     4.0,     7.0,     5.0,     6.0,     5.0,     5.0,     5.0,     5.0,     5.0,     4.0,     5.0,     4.0,     4.0,     3.0,     4.0,     3.0,     3.0,     2.0,     3.0,     3.0,     2.0,     3.0,     2.0,     2.0,     9.0,     3.9,   187.0
100245,挻揱摫幚尡搹揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     2.0,     4.0,     3.0,     3.0,     2.0,     3.0,     3.0,     2.0,     3.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     4.0,     0.6,    28.0
