僨儅儞僪幚愌僨乕僞,2018擭,04寧,03擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100211,3񒵼崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    35.0,    38.0,    38.0,    40.0,    38.0,    39.0,    38.0,    39.0,    39.0,    38.0,    39.0,    38.0,    39.0,    40.0,    40.0,    38.0,    38.0,    41.0,    46.0,    46.0,    45.0,    46.0,    47.0,    48.0,    51.0,    47.0,    56.0,    64.0,    63.0,    72.0,    68.0,    72.0,    69.0,    69.0,    67.0,    63.0,    65.0,    58.0,    50.0,    49.0,    48.0,    47.0,    46.0,    45.0,    44.0,    38.0,    39.0,    39.0,    35.0,    72.0,    48.0,  2302.0
100212,19�20崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    18.0,    16.0,    17.0,    18.0,    17.0,    18.0,    17.0,    17.0,    17.0,    17.0,    21.0,    19.0,    18.0,    20.0,    18.0,    18.0,    23.0,    26.0,    37.0,    38.0,    38.0,    44.0,    40.0,    44.0,    42.0,    43.0,    46.0,    45.0,    42.0,    36.0,    38.0,    39.0,    39.0,    35.0,    35.0,    40.0,    31.0,    31.0,    25.0,    23.0,    22.0,    19.0,    18.0,    17.0,    16.0,    16.0,    14.0,    15.0,    14.0,    46.0,    27.1,  1303.0
100213,10崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     5.0,     6.0,     7.0,     9.0,    11.0,    10.0,     9.0,    11.0,    12.0,    11.0,    11.0,    13.0,    15.0,    14.0,    13.0,    14.0,    12.0,    13.0,    11.0,    11.0,     9.0,    10.0,    11.0,    10.0,    10.0,     8.0,     8.0,     6.0,     6.0,     5.0,     4.0,     5.0,     4.0,     3.0,    15.0,     7.8,   372.0
100214,番菔呓踢谆蕙15崋娰揹椡検丂丂丂丂,kWH   ,     8.0,     9.0,     8.0,     8.0,     9.0,     8.0,     8.0,     8.0,     8.0,     9.0,    10.0,     8.0,    11.0,    11.0,    12.0,    10.0,    25.0,    35.0,    38.0,    41.0,    42.0,    43.0,    43.0,    42.0,    50.0,    46.0,    47.0,    45.0,    45.0,    49.0,    44.0,    44.0,    41.0,    42.0,    42.0,    44.0,    38.0,    30.0,    21.0,    19.0,    20.0,    19.0,    13.0,     9.0,     8.0,     8.0,     9.0,     9.0,     8.0,    50.0,    24.9,  1196.0
100215,33崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    27.0,    26.0,    25.0,    26.0,    25.0,    26.0,    25.0,    25.0,    26.0,    26.0,    27.0,    25.0,    26.0,    26.0,    27.0,    27.0,    28.0,    27.0,    30.0,    30.0,    33.0,    35.0,    36.0,    35.0,    34.0,    34.0,    34.0,    37.0,    35.0,    38.0,    39.0,    38.0,    37.0,    36.0,    36.0,    35.0,    34.0,    36.0,    34.0,    32.0,    31.0,    30.0,    28.0,    29.0,    28.0,    28.0,    27.0,    26.0,    25.0,    39.0,    30.5,  1465.0
100216,17�11崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    17.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    17.0,    16.0,    16.0,    15.0,    18.0,    19.0,    19.0,    19.0,    19.0,    18.0,    19.0,    20.0,    18.0,    18.0,    19.0,    19.0,    19.0,    21.0,    22.0,    22.0,    25.0,    23.0,    24.0,    23.0,    25.0,    24.0,    23.0,    24.0,    22.0,    21.0,    21.0,    18.0,    18.0,    18.0,    18.0,    15.0,    25.0,    19.4,   933.0
100217,30�31崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    32.0,    32.0,    33.0,    32.0,    32.0,    33.0,    30.0,    33.0,    32.0,    30.0,    32.0,    32.0,    31.0,    32.0,    33.0,    34.0,    38.0,    37.0,    43.0,    41.0,    45.0,    47.0,    48.0,    51.0,    52.0,    49.0,    50.0,    54.0,    55.0,    52.0,    51.0,    50.0,    48.0,    55.0,    52.0,    49.0,    47.0,    46.0,    43.0,    41.0,    41.0,    37.0,    37.0,    35.0,    32.0,    32.0,    33.0,    31.0,    30.0,    55.0,    40.3,  1935.0
100218,32崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    14.0,    14.0,    14.0,    14.0,    15.0,    14.0,    14.0,    13.0,    14.0,    14.0,    14.0,    13.0,    13.0,    14.0,    13.0,    14.0,    13.0,    13.0,    14.0,    14.0,    14.0,    17.0,    17.0,    17.0,    17.0,    17.0,    18.0,    18.0,    18.0,    18.0,    18.0,    18.0,    17.0,    19.0,    18.0,    18.0,    19.0,    18.0,    17.0,    18.0,    16.0,    17.0,    17.0,    16.0,    17.0,    16.0,    16.0,    14.0,    13.0,    19.0,    15.7,   755.0
100219,戞堦妛惗伟佶9崋娰揹椡検 丂丂丂丂,kWH   ,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     5.0,     6.0,     7.0,     8.0,     9.0,    11.0,    12.0,    12.0,    12.0,    13.0,    11.0,    11.0,    11.0,    10.0,    10.0,    10.0,     9.0,     8.0,     8.0,     7.0,     8.0,     8.0,     6.0,     6.0,     6.0,     6.0,     7.0,     6.0,     6.0,     7.0,     6.0,     5.0,     6.0,     6.0,     6.0,     5.0,    13.0,     7.5,   362.0
100220,恾彂娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     2.0,     2.0,     3.0,     2.0,     3.0,     3.0,     2.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,    10.0,    27.0,    31.0,    37.0,    37.0,    37.0,    37.0,    32.0,    33.0,    37.0,    37.0,    36.0,    34.0,    32.0,    32.0,    30.0,    19.0,     8.0,     7.0,     6.0,     6.0,     6.0,     5.0,     3.0,     4.0,     4.0,     3.0,     3.0,     3.0,     4.0,     3.0,     2.0,    37.0,    13.6,   651.0
100221,恾彂娰怴娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     5.0,    12.0,    11.0,    12.0,    12.0,    11.0,    12.0,    10.0,    13.0,    13.0,    11.0,    12.0,    11.0,    13.0,    11.0,    13.0,     9.0,     3.0,     5.0,     4.0,     4.0,     4.0,     3.0,     4.0,     3.0,     4.0,     3.0,     4.0,     3.0,     4.0,     3.0,     3.0,    13.0,     6.2,   296.0
100222,21崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     7.0,     7.0,     7.0,     8.0,     6.0,     7.0,     7.0,     7.0,     7.0,     7.0,     6.0,     7.0,     6.0,     7.0,     7.0,     7.0,     9.0,    12.0,    18.0,    18.0,    18.0,    17.0,    18.0,    18.0,    20.0,    20.0,    22.0,    20.0,    21.0,    20.0,    16.0,    15.0,    15.0,    12.0,    12.0,    12.0,    12.0,    12.0,    12.0,    12.0,    11.0,    11.0,    11.0,     9.0,     8.0,     8.0,     9.0,     8.0,     6.0,    22.0,    11.8,   566.0
100223,22崋娰(搶)揹椡検丂丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     2.0,     9.0,    13.0,    11.0,    13.0,    11.0,    15.0,    17.0,    21.0,    20.0,    22.0,    22.0,    20.0,    21.0,    17.0,    18.0,    13.0,     4.0,     2.0,     3.0,     2.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,    22.0,     6.6,   316.0
100224,24崋娰(憤崌忣曬据腊)揹椡検丂丂丂,kWH   ,    14.0,    14.0,    15.0,    14.0,    14.0,    15.0,    14.0,    14.0,    14.0,    14.0,    15.0,    15.0,    14.0,    14.0,    15.0,    14.0,    15.0,    16.0,    16.0,    19.0,    19.0,    18.0,    18.0,    21.0,    20.0,    21.0,    23.0,    24.0,    22.0,    22.0,    23.0,    22.0,    20.0,    20.0,    16.0,    14.0,    15.0,    15.0,    15.0,    15.0,    14.0,    15.0,    14.0,    15.0,    14.0,    14.0,    15.0,    14.0,    14.0,    24.0,    16.5,   793.0
100225,23崋娰(鼗傲据腊)揹椡検丂丂丂丂丂,kWH   ,     5.0,     5.0,     5.0,     4.0,     5.0,     5.0,     5.0,     4.0,     6.0,     4.0,     5.0,     5.0,     4.0,     5.0,     4.0,     4.0,     6.0,     5.0,     7.0,     8.0,     7.0,     8.0,     7.0,     9.0,     7.0,     8.0,     7.0,     9.0,     7.0,     8.0,     8.0,     8.0,     9.0,     9.0,     8.0,     6.0,     7.0,     7.0,     6.0,     8.0,     6.0,     7.0,     7.0,     6.0,     6.0,     4.0,     5.0,     4.0,     4.0,     9.0,     6.2,   299.0
100226,矣乇傥百揹椡検丂丂丂丂丂丂丂丂丂,kWH   ,     1.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     1.0,     2.0,     1.0,     4.0,    20.0,    20.0,    21.0,    21.0,    20.0,    21.0,    21.0,    21.0,    27.0,    37.0,    36.0,    36.0,    35.0,    26.0,    20.0,    11.0,    28.0,     2.0,     1.0,     2.0,     4.0,     4.0,     4.0,     3.0,     4.0,     4.0,     4.0,     2.0,     1.0,     2.0,     2.0,     1.0,    37.0,    10.2,   491.0
100227,懱堢秹痪堇皳d椡検 丂丂丂丂丂丂,kWH   ,    13.0,    15.0,    14.0,    15.0,    14.0,    14.0,    14.0,    15.0,    13.0,    15.0,     3.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.0,     5.0,    12.0,    15.0,    14.0,    14.0,    14.0,    12.0,     3.0,     3.0,     2.0,    12.0,    16.0,    14.0,    13.0,    15.0,    13.0,     0.0,    16.0,     6.8,   327.0
100228,5崋娰壆奜揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    18.0,    18.0,    17.0,    18.0,    18.0,    17.0,    18.0,    19.0,    17.0,    17.0,    18.0,    18.0,    17.0,    18.0,    18.0,    17.0,    17.0,    19.0,    17.0,    18.0,    18.0,    19.0,    19.0,    18.0,    19.0,    19.0,    21.0,    18.0,    20.0,    19.0,    19.0,    19.0,    18.0,    21.0,    18.0,    20.0,    19.0,    17.0,    17.0,    18.0,    18.0,    18.0,    17.0,    18.0,    18.0,    18.0,    16.0,    18.0,    16.0,    21.0,    18.1,   871.0
100229,恾彂娰(嬻挷)揹椡検丂丂丂丂丂丂丂,kWH   ,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,     0.0,     2.0,     1.0,    12.0,     3.0,     4.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     3.0,     2.0,     3.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     0.0,    12.0,     2.2,   108.0
100230,22崋娰(惣)揹椡検丂丂丂丂丂丂丂丂,kWH   ,     0.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     1.0,     0.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,     1.0,     1.0,     1.0,     1.0,     0.0,     2.0,     1.2,    60.0
100231,25崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    11.0,    12.0,    11.0,    11.0,    11.0,    12.0,    11.0,    11.0,    11.0,    11.0,    11.0,    13.0,    13.0,    14.0,    21.0,    24.0,    24.0,    27.0,    44.0,    36.0,    38.0,    39.0,    43.0,    45.0,    51.0,    53.0,    50.0,    47.0,    44.0,    39.0,    41.0,    39.0,    38.0,    40.0,    31.0,    27.0,    26.0,    28.0,    27.0,    26.0,    25.0,    23.0,    21.0,    16.0,    13.0,    12.0,    12.0,    13.0,    11.0,    53.0,    26.0,  1246.0
100232,皋壮菽迺麞蕮d椡検 丂丂丂丂丂丂丂,kWH   ,    19.0,    19.0,    15.0,    15.0,    16.0,    18.0,    15.0,    15.0,    16.0,    18.0,    16.0,    17.0,    18.0,    20.0,    15.0,    15.0,    19.0,    26.0,    39.0,    47.0,    55.0,    56.0,    57.0,    61.0,    59.0,    58.0,    54.0,    53.0,    48.0,    49.0,    47.0,    48.0,    44.0,    45.0,    46.0,    51.0,    52.0,    57.0,    59.0,    58.0,    57.0,    51.0,    39.0,    30.0,    21.0,    19.0,    21.0,    18.0,    15.0,    61.0,    35.6,  1711.0
100233,70崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,     5.0,     6.0,     6.0,     6.0,     7.0,     6.0,     5.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     8.0,     7.0,    11.0,    16.0,    19.0,    22.0,    21.0,    22.0,    20.0,    21.0,    23.0,    24.0,    23.0,    23.0,    24.0,    20.0,    22.0,    21.0,    20.0,    18.0,    17.0,    17.0,    17.0,    15.0,    13.0,    12.0,    11.0,    10.0,     9.0,     9.0,     7.0,     6.0,     6.0,     6.0,     5.0,    24.0,    13.0,   623.0
100234,50崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    84.0,    84.0,    84.0,    83.0,    86.0,    85.0,    83.0,    82.0,    87.0,    83.0,    86.0,    86.0,    85.0,    86.0,    88.0,    91.0,    96.0,   120.0,   146.0,   159.0,   166.0,   172.0,   174.0,   183.0,   175.0,   170.0,   178.0,   173.0,   168.0,   148.0,   142.0,   140.0,   142.0,   138.0,   129.0,   129.0,   121.0,   125.0,   118.0,   107.0,    99.0,    96.0,    93.0,    92.0,    88.0,    87.0,    84.0,    87.0,    82.0,   183.0,   116.8,  5608.0
100235,50�51崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    41.0,    42.0,    41.0,    40.0,    43.0,    43.0,    40.0,    44.0,    45.0,    45.0,    44.0,    45.0,    44.0,    47.0,    45.0,    48.0,    50.0,    74.0,    95.0,   102.0,   103.0,   110.0,   110.0,   116.0,   112.0,   109.0,   119.0,   112.0,   105.0,    90.0,    80.0,    82.0,    81.0,    79.0,    72.0,    73.0,    70.0,    72.0,    67.0,    55.0,    52.0,    50.0,    48.0,    46.0,    44.0,    43.0,    42.0,    43.0,    40.0,   119.0,    66.7,  3203.0
100236,53崋娰(抧忋)揹椡検丂丂丂丂丂丂丂,kWH   ,    30.0,    30.0,    31.0,    30.0,    30.0,    30.0,    30.0,    26.0,    31.0,    26.0,    30.0,    28.0,    28.0,    28.0,    29.0,    31.0,    33.0,    33.0,    35.0,    36.0,    34.0,    35.0,    37.0,    37.0,    37.0,    41.0,    39.0,    39.0,    39.0,    39.0,    40.0,    38.0,    42.0,    39.0,    38.0,    39.0,    34.0,    38.0,    36.0,    36.0,    33.0,    33.0,    33.0,    31.0,    32.0,    32.0,    31.0,    30.0,    26.0,    42.0,    33.7,  1617.0
100237,52崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     2.0,     2.0,     1.0,     2.0,     3.0,     2.0,     3.0,     2.0,     2.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     2.0,     3.0,     2.0,     2.0,     2.0,     2.0,     3.0,     1.0,     2.0,     2.0,     2.0,     1.0,     4.0,     2.2,   105.0
100238,疼菝ū尋媶搹揹椡検丂丂丂丂丂丂丂,kWH   ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        
100239,崅揹埑幚尡幒揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.5,    25.0
100240,懱堢娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     1.0,     4.0,     7.0,     9.0,    15.0,    14.0,    14.0,    14.0,    14.0,    13.0,    14.0,    14.0,    14.0,    14.0,    14.0,    13.0,    14.0,    11.0,    11.0,    10.0,    10.0,    12.0,    13.0,    14.0,    13.0,    11.0,     9.0,     6.0,     1.0,     0.0,     0.0,     0.0,     0.0,    15.0,     6.8,   324.0
100241,皋壮菽迵d椡検 丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
100242,29崋娰(缸剔セ案偬咦晦)揹椡検丂丂,kWH   ,     1.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     4.0,     5.0,     5.0,     5.0,     6.0,     5.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     5.0,     6.0,     5.0,     5.0,     6.0,     5.0,     5.0,     5.0,     7.0,     6.0,     6.0,     6.0,     6.0,     6.0,     5.0,     2.0,     2.0,     2.0,     2.0,     1.0,     7.0,     3.9,   188.0
100243,闷胶澳揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
100244,53崋娰(壆忋)揹椡検丂丂丂丂丂丂丂,kWH   ,     2.0,     3.0,     2.0,     2.0,     3.0,     3.0,     2.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     3.0,     4.0,     4.0,     4.0,     5.0,     8.0,     7.0,     6.0,     8.0,     5.0,     5.0,     5.0,     8.0,     9.0,     5.0,     7.0,     4.0,     5.0,     5.0,     5.0,     4.0,     3.0,     4.0,     4.0,     4.0,     3.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     9.0,     3.9,   189.0
100245,挻揱摫幚尡搹揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     2.0
