僨儅儞僪幚愌僨乕僞,2018擭,04寧,10擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100246,72崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     2.0,     2.0,     3.0,     1.0,     5.0,     5.0,     4.0,     4.0,     7.0,     7.0,     5.0,     6.0,     8.0,    12.0,     9.0,    13.0,    12.0,    11.0,    11.0,    10.0,     7.0,     7.0,     4.0,     4.0,     5.0,     2.0,     2.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     0.0,    13.0,     3.8,   181.0
100247,懱堢娰(嬻挷)揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.1,     6.0
100248,55崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     7.0,     8.0,     7.0,     8.0,     7.0,     8.0,     7.0,     8.0,     8.0,     8.0,     8.0,     8.0,     9.0,     8.0,     8.0,     8.0,     7.0,     8.0,    15.0,    21.0,    17.0,    19.0,    18.0,    15.0,    16.0,    15.0,    14.0,    18.0,    20.0,    20.0,    19.0,    20.0,    21.0,    19.0,    16.0,    14.0,    14.0,    11.0,     9.0,     9.0,    10.0,     9.0,     9.0,     9.0,    10.0,     9.0,     8.0,     9.0,     7.0,    21.0,    11.9,   573.0
100249,70�71崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,     7.0,     7.0,     7.0,     6.0,     7.0,     7.0,     7.0,     7.0,     8.0,     7.0,     7.0,     7.0,     7.0,     6.0,     8.0,     7.0,    16.0,    21.0,    33.0,    31.0,    27.0,    26.0,    34.0,    28.0,    29.0,    30.0,    29.0,    31.0,    27.0,    25.0,    28.0,    22.0,    22.0,    25.0,    26.0,    23.0,    23.0,    18.0,    16.0,    15.0,    12.0,    12.0,     9.0,     7.0,     7.0,     7.0,     7.0,     6.0,     6.0,    34.0,    16.3,   784.0
100250,晲摴懱堢娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     4.0,     3.0,     2.0,     2.0,     4.0,     3.0,     6.0,     8.0,     6.0,     3.0,     5.0,     4.0,     3.0,     2.0,     2.0,     2.0,     3.0,    11.0,    16.0,    20.0,    17.0,    18.0,    18.0,    19.0,    20.0,    11.0,     6.0,     5.0,     4.0,     2.0,     1.0,     2.0,     1.0,    20.0,     5.4,   257.0
100251,25崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    13.0,    13.0,    12.0,    13.0,    12.0,    12.0,    12.0,    11.0,    12.0,    12.0,    10.0,    12.0,    14.0,    14.0,    22.0,    25.0,    26.0,    32.0,    40.0,    47.0,    50.0,    57.0,    59.0,    69.0,    71.0,    75.0,    87.0,    77.0,    69.0,    69.0,    74.0,    73.0,    73.0,    72.0,    59.0,    51.0,    48.0,    40.0,    37.0,    30.0,    20.0,    20.0,    19.0,    18.0,    14.0,    14.0,    14.0,    14.0,    10.0,    87.0,    36.2,  1737.0
100252,14崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    14.0,    14.0,    13.0,    14.0,    13.0,    14.0,    13.0,    13.0,    12.0,    14.0,    11.0,    12.0,    11.0,    11.0,     9.0,     8.0,     8.0,    11.0,    13.0,    15.0,    19.0,    22.0,    18.0,    17.0,    19.0,    18.0,    18.0,    20.0,    20.0,    21.0,    21.0,    23.0,    23.0,    25.0,    24.0,    23.0,    23.0,    22.0,    23.0,    21.0,    20.0,    19.0,    17.0,    15.0,    14.0,    13.0,    12.0,    12.0,     8.0,    25.0,    16.4,   785.0
100253,偦偺懠揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    21.0,    20.0,    20.0,    20.0,    20.0,    15.0,    14.0,    14.0,    20.0,    14.0,    15.0,    14.0,    20.0,    14.0,    16.0,    19.0,    24.0,    23.0,    22.0,    26.0,    25.0,    19.0,    21.0,    20.0,    19.0,    20.0,    21.0,    21.0,    22.0,    21.0,    24.0,    29.0,    29.0,    33.0,    42.0,    57.0,    78.0,    83.0,    83.0,    84.0,    83.0,    75.0,    65.0,    63.0,    63.0,    59.0,    45.0,    26.0,    14.0,    84.0,    33.4,  1601.0
100254,晄尵幚峴娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     3.0,     4.0,     5.0,     5.0,     4.0,     4.0,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     5.0,     4.0,     3.0,     1.0,     5.0,     7.0,    16.0,    18.0,    20.0,    17.0,    16.0,    19.0,    18.0,    17.0,    18.0,    21.0,    17.0,    22.0,    21.0,    21.0,    24.0,    23.0,    22.0,    22.0,    21.0,    19.0,    16.0,    14.0,    12.0,    13.0,    10.0,     6.0,     4.0,     4.0,     3.0,     3.0,     1.0,    24.0,    11.5,   550.0
100160,奜婥壏搙丂丂丂丂丂丂丂丂丂丂丂丂,亷    ,     9.1,     8.4,     8.0,     7.7,     7.2,     7.0,     7.2,     7.4,     7.2,     7.0,     7.0,     7.0,     7.2,     7.0,     8.6,     9.5,    10.5,    12.0,    13.0,    13.4,    14.4,    15.4,    15.9,    17.5,    19.3,    20.8,    21.0,    21.6,    21.8,    21.1,    20.3,    20.1,    19.6,    19.6,    18.6,    17.8,    16.6,    15.6,    15.0,    14.8,    14.5,    14.1,    14.0,    13.9,    13.6,    13.5,    13.5,    13.1,     7.0,    21.8,    13.5,        
100161,奜婥幖搙丂丂丂丂丂丂丂丂丂丂丂丂,%     ,    69.0,    72.0,    73.0,    74.0,    74.0,    75.0,    72.0,    71.0,    69.0,    68.0,    67.0,    66.0,    67.0,    67.0,    58.0,    57.0,    52.0,    45.0,    42.0,    34.0,    30.0,    25.0,    21.0,    17.0,    14.0,    13.0,    13.0,    14.0,    13.0,    12.0,    14.0,    15.0,    17.0,    20.0,    29.0,    34.0,    45.0,    54.0,    59.0,    62.0,    64.0,    63.0,    59.0,    54.0,    48.0,    49.0,    51.0,    50.0,    12.0,    75.0,    46.5,        
