僨儅儞僪幚愌僨乕僞,2018擭,04寧,06擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100211,3񒵼崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    38.0,    38.0,    39.0,    38.0,    37.0,    39.0,    39.0,    39.0,    38.0,    38.0,    38.0,    38.0,    39.0,    39.0,    40.0,    39.0,    41.0,    44.0,    55.0,    58.0,    62.0,    66.0,    63.0,    64.0,    65.0,    59.0,    60.0,    64.0,    61.0,    63.0,    61.0,    65.0,    64.0,    65.0,    62.0,    62.0,    62.0,    61.0,    52.0,    50.0,    48.0,    46.0,    45.0,    44.0,    45.0,    41.0,    41.0,    41.0,    37.0,    66.0,    49.9,  2396.0
100212,19�20崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    17.0,    16.0,    16.0,    16.0,    16.0,    17.0,    16.0,    17.0,    16.0,    16.0,    20.0,    19.0,    18.0,    23.0,    22.0,    23.0,    24.0,    29.0,    44.0,    40.0,    39.0,    44.0,    47.0,    52.0,    58.0,    55.0,    55.0,    55.0,    55.0,    50.0,    50.0,    50.0,    53.0,    49.0,    41.0,    34.0,    29.0,    29.0,    31.0,    28.0,    28.0,    22.0,    19.0,    20.0,    18.0,    17.0,    18.0,    18.0,    16.0,    58.0,    31.0,  1489.0
100213,10崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     3.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     4.0,     5.0,     8.0,    11.0,    18.0,    28.0,    26.0,    26.0,    30.0,    34.0,    33.0,    33.0,    28.0,    29.0,    28.0,    26.0,    26.0,    23.0,    20.0,    18.0,    21.0,    15.0,    15.0,    17.0,    14.0,    14.0,    13.0,     8.0,     9.0,     5.0,     5.0,     5.0,     4.0,     5.0,     3.0,    34.0,    13.7,   658.0
100214,番菔呓踢谆蕙15崋娰揹椡検丂丂丂丂,kWH   ,     9.0,     8.0,     8.0,     9.0,     8.0,     9.0,     8.0,     8.0,     9.0,     9.0,     9.0,     9.0,    11.0,    10.0,    13.0,    11.0,    28.0,    33.0,    43.0,    40.0,    43.0,    42.0,    43.0,    46.0,    49.0,    50.0,    47.0,    43.0,    42.0,    44.0,    45.0,    44.0,    42.0,    41.0,    46.0,    39.0,    37.0,    33.0,    22.0,    21.0,    17.0,    13.0,    10.0,     9.0,     9.0,     8.0,     8.0,     8.0,     8.0,    50.0,    24.9,  1193.0
100215,33崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    25.0,    26.0,    26.0,    26.0,    25.0,    25.0,    25.0,    25.0,    25.0,    26.0,    25.0,    25.0,    27.0,    25.0,    29.0,    27.0,    29.0,    28.0,    29.0,    32.0,    33.0,    34.0,    36.0,    38.0,    35.0,    38.0,    36.0,    37.0,    37.0,    37.0,    36.0,    37.0,    36.0,    34.0,    34.0,    33.0,    35.0,    32.0,    33.0,    32.0,    32.0,    31.0,    30.0,    30.0,    28.0,    26.0,    27.0,    26.0,    25.0,    38.0,    30.5,  1463.0
100216,17�11崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    17.0,    17.0,    17.0,    17.0,    17.0,    17.0,    17.0,    18.0,    16.0,    17.0,    17.0,    17.0,    17.0,    16.0,    17.0,    16.0,    17.0,    19.0,    20.0,    22.0,    23.0,    24.0,    27.0,    27.0,    28.0,    27.0,    27.0,    25.0,    26.0,    27.0,    26.0,    27.0,    25.0,    26.0,    25.0,    26.0,    25.0,    23.0,    24.0,    24.0,    23.0,    22.0,    21.0,    21.0,    19.0,    17.0,    18.0,    17.0,    16.0,    28.0,    21.2,  1018.0
100217,30�31崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    34.0,    32.0,    33.0,    32.0,    33.0,    32.0,    32.0,    33.0,    32.0,    33.0,    32.0,    33.0,    32.0,    32.0,    34.0,    34.0,    37.0,    39.0,    46.0,    52.0,    58.0,    57.0,    62.0,    62.0,    61.0,    56.0,    61.0,    66.0,    62.0,    61.0,    61.0,    64.0,    60.0,    61.0,    54.0,    51.0,    46.0,    45.0,    43.0,    42.0,    40.0,    37.0,    37.0,    35.0,    32.0,    34.0,    32.0,    33.0,    32.0,    66.0,    44.0,  2110.0
100218,32崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    12.0,    11.0,    13.0,    10.0,    11.0,    12.0,    11.0,    11.0,    12.0,    12.0,    11.0,    12.0,    12.0,    11.0,    13.0,    12.0,    13.0,    12.0,    12.0,    13.0,    13.0,    15.0,    15.0,    15.0,    15.0,    16.0,    16.0,    19.0,    17.0,    20.0,    22.0,    19.0,    19.0,    19.0,    18.0,    18.0,    18.0,    17.0,    17.0,    16.0,    15.0,    15.0,    14.0,    15.0,    15.0,    14.0,    14.0,    14.0,    10.0,    22.0,    14.5,   696.0
100219,戞堦妛惗伟贀d椡検 丂丂丂丂丂丂丂,kWH   ,     5.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     6.0,     7.0,     9.0,    12.0,    13.0,    14.0,    14.0,    13.0,    13.0,    13.0,    14.0,    13.0,    14.0,    11.0,    10.0,     8.0,     8.0,     9.0,     8.0,     6.0,     6.0,     7.0,     6.0,     6.0,     6.0,     7.0,     5.0,     6.0,     7.0,     6.0,     5.0,     6.0,     6.0,     6.0,     5.0,    14.0,     8.0,   382.0
100220,恾彂娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     5.0,    14.0,    24.0,    28.0,    30.0,    30.0,    31.0,    36.0,    35.0,    34.0,    36.0,    34.0,    35.0,    36.0,    35.0,    35.0,    28.0,    28.0,    29.0,    28.0,    27.0,    28.0,    29.0,    29.0,    28.0,    27.0,    19.0,     5.0,     4.0,     4.0,     3.0,     4.0,     3.0,    36.0,    17.6,   847.0
100221,恾彂娰怴娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     3.0,     4.0,     3.0,     3.0,     2.0,     3.0,     3.0,     4.0,     3.0,     3.0,     3.0,    10.0,    17.0,    15.0,    15.0,    15.0,    16.0,    15.0,    17.0,    16.0,    15.0,    17.0,    17.0,    15.0,    14.0,    14.0,    15.0,    16.0,    14.0,    13.0,    14.0,    16.0,    14.0,    11.0,    10.0,     9.0,     8.0,     4.0,     3.0,     4.0,     3.0,     3.0,     2.0,    17.0,     9.1,   437.0
100222,21崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     6.0,     7.0,     6.0,     7.0,     7.0,     6.0,     7.0,     8.0,     8.0,     9.0,    12.0,    20.0,    20.0,    24.0,    27.0,    27.0,    28.0,    28.0,    28.0,    27.0,    27.0,    26.0,    27.0,    25.0,    22.0,    19.0,    21.0,    20.0,    19.0,    17.0,    14.0,    15.0,    14.0,    14.0,    12.0,    10.0,     9.0,     7.0,     8.0,     7.0,     8.0,     6.0,    28.0,    14.6,   702.0
100223,22崋娰(搶)揹椡検丂丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     2.0,     2.0,     4.0,    21.0,    20.0,    16.0,    16.0,    18.0,    19.0,    18.0,    11.0,    10.0,     9.0,     9.0,     9.0,     9.0,     8.0,     7.0,     3.0,     3.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     1.0,    21.0,     5.3,   254.0
100224,24崋娰(憤崌忣曬据腊)揹椡検丂丂丂,kWH   ,    14.0,    15.0,    15.0,    16.0,    16.0,    15.0,    15.0,    17.0,    14.0,    16.0,    16.0,    15.0,    15.0,    15.0,    15.0,    15.0,    16.0,    17.0,    17.0,    18.0,    17.0,    18.0,    17.0,    18.0,    17.0,    17.0,    18.0,    17.0,    17.0,    17.0,    18.0,    18.0,    18.0,    18.0,    18.0,    17.0,    17.0,    18.0,    17.0,    16.0,    16.0,    15.0,    16.0,    15.0,    15.0,    15.0,    16.0,    15.0,    14.0,    18.0,    16.3,   783.0
100225,23崋娰(鼗傲据腊)揹椡検丂丂丂丂丂,kWH   ,     4.0,     4.0,     5.0,     5.0,     4.0,     5.0,     4.0,     6.0,     4.0,     4.0,     4.0,     5.0,     5.0,     4.0,     4.0,     5.0,     4.0,     6.0,     6.0,     9.0,     7.0,     8.0,     9.0,     7.0,     9.0,     7.0,     7.0,     8.0,     9.0,     7.0,     7.0,     7.0,     8.0,     7.0,     6.0,     6.0,     6.0,     7.0,     7.0,     7.0,     7.0,     7.0,     6.0,     6.0,     5.0,     5.0,     4.0,     4.0,     4.0,     9.0,     6.0,   287.0
100226,矣乇傥百揹椡検丂丂丂丂丂丂丂丂丂,kWH   ,     1.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     1.0,     2.0,    19.0,    22.0,    21.0,    22.0,    22.0,    22.0,    22.0,    21.0,    22.0,    21.0,    21.0,    21.0,    22.0,    21.0,    22.0,    21.0,    22.0,    21.0,    20.0,     2.0,     1.0,     2.0,     4.0,     4.0,     4.0,     3.0,     4.0,     4.0,     4.0,     3.0,     1.0,     2.0,     2.0,     1.0,    22.0,     9.8,   471.0
100227,懱堢秹痪堇皳d椡検 丂丂丂丂丂丂,kWH   ,    14.0,    14.0,    16.0,    15.0,    14.0,    15.0,    15.0,    15.0,    14.0,    14.0,     4.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     0.0,     0.0,     0.0,     9.0,    14.0,    16.0,    16.0,    19.0,    19.0,    20.0,    20.0,    22.0,    23.0,    22.0,    21.0,    22.0,    19.0,    14.0,    14.0,    15.0,    15.0,    15.0,    14.0,    16.0,     0.0,    23.0,    10.8,   516.0
100228,5崋娰壆奜揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    20.0,    19.0,    18.0,    20.0,    20.0,    18.0,    19.0,    21.0,    18.0,    19.0,    20.0,    19.0,    18.0,    20.0,    19.0,    19.0,    20.0,    19.0,    19.0,    20.0,    19.0,    20.0,    20.0,    21.0,    20.0,    20.0,    18.0,    20.0,    19.0,    19.0,    20.0,    20.0,    18.0,    21.0,    19.0,    19.0,    20.0,    18.0,    19.0,    17.0,    18.0,    19.0,    16.0,    17.0,    19.0,    16.0,    18.0,    17.0,    16.0,    21.0,    19.0,   912.0
100229,恾彂娰(嬻挷)揹椡検丂丂丂丂丂丂丂,kWH   ,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     2.0,     1.0,     1.0,     1.0,     1.0,     2.0,     2.0,     2.0,     2.0,     3.0,     1.0,     2.0,     2.0,     1.0,     1.0,     2.0,     2.0,     1.0,     3.0,     2.0,     2.0,     1.0,     2.0,     1.0,     3.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     1.0,     1.0,     1.0,     3.0,     1.5,    74.0
100230,22崋娰(惣)揹椡検丂丂丂丂丂丂丂丂,kWH   ,     0.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     1.0,     1.0,     1.0,     1.0,     2.0,     1.0,     1.0,     2.0,     3.0,     3.0,     3.0,     4.0,     4.0,     4.0,     4.0,     3.0,     4.0,     4.0,     6.0,     6.0,     5.0,     4.0,     2.0,     2.0,     1.0,     2.0,     1.0,     1.0,     1.0,     2.0,     1.0,     0.0,     1.0,     1.0,     1.0,     0.0,     6.0,     1.9,    93.0
100231,25崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    10.0,    10.0,    11.0,    10.0,    11.0,    10.0,    10.0,    11.0,    11.0,    10.0,    11.0,    10.0,    11.0,    13.0,    15.0,    16.0,    18.0,    22.0,    28.0,    39.0,    45.0,    51.0,    56.0,    62.0,    62.0,    61.0,    65.0,    63.0,    60.0,    57.0,    57.0,    52.0,    50.0,    51.0,    47.0,    37.0,    33.0,    29.0,    27.0,    27.0,    25.0,    25.0,    22.0,    22.0,    18.0,    13.0,    13.0,    12.0,    10.0,    65.0,    29.8,  1429.0
100232,皋壮菽迺麞蕮d椡検 丂丂丂丂丂丂丂,kWH   ,    21.0,    20.0,    21.0,    21.0,    21.0,    20.0,    21.0,    21.0,    21.0,    20.0,    21.0,    22.0,    20.0,    20.0,    17.0,    19.0,    20.0,    19.0,    26.0,    30.0,    31.0,    32.0,    36.0,    36.0,    37.0,    38.0,    39.0,    41.0,    41.0,    43.0,    45.0,    46.0,    46.0,    53.0,    90.0,   102.0,   108.0,   114.0,   113.0,   114.0,   113.0,   102.0,    58.0,    42.0,    30.0,    27.0,    26.0,    26.0,    17.0,   114.0,    42.7,  2050.0
100233,70崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,     5.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     6.0,     5.0,     6.0,     5.0,     6.0,     6.0,     6.0,     8.0,     8.0,    12.0,    16.0,    23.0,    28.0,    27.0,    33.0,    31.0,    29.0,    29.0,    31.0,    32.0,    30.0,    31.0,    27.0,    28.0,    25.0,    29.0,    26.0,    23.0,    19.0,    19.0,    19.0,    16.0,    15.0,    13.0,    10.0,     8.0,     7.0,     5.0,     6.0,     5.0,     6.0,     5.0,    33.0,    15.7,   754.0
100234,50崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    84.0,    85.0,    85.0,    84.0,    85.0,    84.0,    84.0,    86.0,    86.0,    82.0,    86.0,    91.0,    89.0,    92.0,    97.0,    99.0,   100.0,   132.0,   157.0,   187.0,   182.0,   197.0,   212.0,   201.0,   204.0,   210.0,   191.0,   182.0,   174.0,   182.0,   172.0,   164.0,   160.0,   156.0,   146.0,   133.0,   131.0,   127.0,   112.0,   108.0,   103.0,   100.0,    95.0,    97.0,    91.0,    91.0,    83.0,    84.0,    82.0,   212.0,   126.3,  6063.0
100235,50�51崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,    42.0,    42.0,    43.0,    42.0,    44.0,    42.0,    42.0,    43.0,    43.0,    40.0,    44.0,    50.0,    47.0,    49.0,    53.0,    52.0,    52.0,    79.0,    95.0,   120.0,   114.0,   127.0,   137.0,   132.0,   134.0,   140.0,   123.0,   110.0,   106.0,   109.0,   102.0,    95.0,    94.0,    91.0,    83.0,    75.0,    76.0,    73.0,    59.0,    56.0,    54.0,    53.0,    50.0,    51.0,    47.0,    48.0,    44.0,    44.0,    40.0,   140.0,    72.7,  3491.0
100236,53崋娰(抧忋)揹椡検丂丂丂丂丂丂丂,kWH   ,    29.0,    30.0,    29.0,    30.0,    30.0,    29.0,    30.0,    30.0,    30.0,    30.0,    29.0,    30.0,    30.0,    29.0,    32.0,    33.0,    34.0,    37.0,    37.0,    37.0,    37.0,    37.0,    36.0,    36.0,    36.0,    36.0,    34.0,    35.0,    36.0,    37.0,    36.0,    37.0,    36.0,    37.0,    37.0,    38.0,    36.0,    37.0,    37.0,    35.0,    36.0,    33.0,    32.0,    32.0,    32.0,    30.0,    26.0,    28.0,    26.0,    38.0,    33.3,  1600.0
100237,52崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     2.0,     2.0,     2.0,     3.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     1.0,     2.0,     3.0,     2.0,     2.0,     3.0,     3.0,     3.0,     3.0,     4.0,     4.0,     4.0,     3.0,     4.0,     5.0,     5.0,     4.0,     4.0,     5.0,     4.0,     3.0,     4.0,     3.0,     4.0,     3.0,     3.0,     2.0,     3.0,     4.0,     3.0,     3.0,     3.0,     3.0,     2.0,     3.0,     2.0,     3.0,     1.0,     5.0,     3.0,   142.0
100238,疼菝ū尋媶搹揹椡検丂丂丂丂丂丂丂,kWH   ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        
100239,崅揹埑幚尡幒揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     0.0,     1.0,     1.0,     1.0,     1.0,     1.0,     2.0,     0.0,     1.0,     2.0,     0.0,     1.0,     1.0,     1.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     2.0,     0.6,    29.0
100240,懱堢娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     5.0,     9.0,    10.0,    11.0,    11.0,    11.0,    11.0,    12.0,    11.0,    13.0,    11.0,    12.0,    13.0,    12.0,    13.0,    14.0,    14.0,    14.0,    14.0,    15.0,    14.0,    14.0,    14.0,    12.0,     8.0,     6.0,     0.0,     1.0,     0.0,     0.0,     0.0,    15.0,     6.4,   305.0
100241,皋壮菽迵d椡検 丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    12.0,    15.0,    16.0,    16.0,    16.0,    16.0,    16.0,     3.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    16.0,     2.3,   110.0
100242,29崋娰(缸剔セ案偬咦晦)揹椡検丂丂,kWH   ,     2.0,     2.0,     2.0,     2.0,     2.0,     3.0,     2.0,     2.0,     2.0,     2.0,     2.0,     3.0,     2.0,     2.0,     2.0,     2.0,     2.0,     2.0,     3.0,     3.0,     3.0,     3.0,     4.0,     4.0,     6.0,     6.0,     6.0,     6.0,     5.0,     6.0,     6.0,     7.0,     7.0,     6.0,     7.0,     6.0,     6.0,     6.0,     6.0,     6.0,     5.0,     4.0,     4.0,     4.0,     3.0,     2.0,     2.0,     2.0,     2.0,     7.0,     3.8,   182.0
100243,闷胶澳揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
100244,53崋娰(壆忋)揹椡検丂丂丂丂丂丂丂,kWH   ,     2.0,     3.0,     2.0,     2.0,     3.0,     2.0,     3.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     3.0,     5.0,     5.0,    10.0,     6.0,     5.0,     9.0,     7.0,     5.0,     5.0,     6.0,     9.0,     6.0,     7.0,     5.0,     6.0,     4.0,     7.0,     7.0,     4.0,     4.0,     5.0,     4.0,     4.0,     3.0,     3.0,     3.0,     2.0,     3.0,     3.0,     2.0,     3.0,     2.0,    10.0,     4.2,   200.0
100245,挻揱摫幚尡搹揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.0,     2.0,     1.0,     2.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.0,     0.4,    21.0
