僨儅儞僪幚愌僨乕僞,2018擭,04寧,08擔
婡婍斣崋,婡婍柤徧,扨埵,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,0:00,嵟彫抣,嵟戝抣,暯嬒抣,崌寁抣
100246,72崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     1.0,     0.0,     2.0,     3.0,     2.0,     3.0,     3.0,     3.0,     3.0,     2.0,     3.0,     2.0,     4.0,     2.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     1.0,     3.0,     2.0,     2.0,     3.0,     2.0,     3.0,     2.0,     3.0,     3.0,     2.0,     2.0,     2.0,     0.0,     1.0,     0.0,     0.0,     1.0,     0.0,     4.0,     1.8,    84.0
100247,懱堢娰(嬻挷)揹椡検丂丂丂丂丂丂丂,kWH   ,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0
100248,55崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,     8.0,     9.0,     8.0,     9.0,     8.0,     9.0,     8.0,     8.0,     9.0,     8.0,     9.0,     8.0,     8.0,     8.0,     9.0,     8.0,     6.0,     6.0,     6.0,     7.0,     5.0,     4.0,     6.0,     4.0,     4.0,     5.0,     6.0,     4.0,     6.0,     7.0,     6.0,     6.0,     8.0,     8.0,     9.0,     9.0,     9.0,     9.0,     8.0,    10.0,     9.0,     9.0,     9.0,     9.0,     9.0,     9.0,     8.0,     9.0,     4.0,    10.0,     7.6,   363.0
100249,70�71崋娰揹椡検 丂丂丂丂丂丂丂丂,kWH   ,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     6.0,     7.0,     6.0,     7.0,     6.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     7.0,     8.0,     7.0,     7.0,     6.0,     7.0,     7.0,     7.0,     7.0,     6.0,     7.0,     7.0,     6.0,     6.0,     6.0,     7.0,     5.0,     5.0,     8.0,     6.6,   315.0
100250,晲摴懱堢娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     2.0,     1.0,     1.0,     2.0,     1.0,     1.0,     2.0,     2.0,     1.0,     5.0,    11.0,     8.0,     8.0,     6.0,     6.0,     7.0,     6.0,     6.0,     7.0,     7.0,     7.0,     3.0,     3.0,     2.0,     3.0,     4.0,     5.0,     8.0,     5.0,     2.0,     6.0,     7.0,     7.0,     6.0,     7.0,     7.0,     3.0,     1.0,     2.0,     2.0,     1.0,     1.0,    11.0,     4.0,   191.0
100251,25崋娰揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    10.0,    11.0,    12.0,    11.0,    10.0,    11.0,    10.0,    11.0,    11.0,    11.0,    10.0,    10.0,    11.0,    10.0,    10.0,    12.0,     9.0,     8.0,     9.0,    11.0,    11.0,    10.0,    13.0,    12.0,     8.0,    12.0,    14.0,    10.0,    12.0,    14.0,    15.0,    17.0,    18.0,    16.0,    16.0,    17.0,    16.0,    19.0,    19.0,    18.0,    17.0,    14.0,    16.0,    16.0,    14.0,    13.0,    12.0,    12.0,     8.0,    19.0,    12.7,   609.0
100252,14崋娰曽柺揹椡検丂丂丂丂丂丂丂丂,kWH   ,    12.0,    12.0,    12.0,    12.0,    11.0,    12.0,    11.0,    12.0,    11.0,    12.0,    11.0,    12.0,    11.0,    10.0,    11.0,    11.0,     5.0,     7.0,     6.0,     7.0,     4.0,     5.0,     6.0,     2.0,     4.0,     3.0,     5.0,     4.0,     6.0,     7.0,     5.0,     7.0,     9.0,    11.0,    10.0,    11.0,    12.0,    11.0,    11.0,    12.0,    11.0,    11.0,    11.0,    12.0,    11.0,    12.0,    11.0,    12.0,     2.0,    12.0,     9.2,   444.0
100253,偦偺懠揹椡検丂丂丂丂丂丂丂丂丂丂,kWH   ,    14.0,    14.0,    16.0,    13.0,    13.0,    15.0,    16.0,    13.0,    14.0,    14.0,    16.0,    14.0,    18.0,    23.0,    26.0,    22.0,    21.0,    20.0,    22.0,    22.0,    19.0,    23.0,    23.0,    21.0,    18.0,    16.0,    16.0,    15.0,    14.0,    17.0,    18.0,    17.0,    14.0,    14.0,    16.0,    16.0,    17.0,    30.0,    33.0,    32.0,    30.0,    28.0,    21.0,    22.0,    17.0,    16.0,    19.0,    21.0,    13.0,    33.0,    18.9,   909.0
100254,晄尵幚峴娰揹椡検丂丂丂丂丂丂丂丂,kWH   ,     4.0,     5.0,     4.0,     3.0,     4.0,     4.0,     4.0,     3.0,     4.0,     5.0,     5.0,     3.0,     4.0,     3.0,     4.0,     3.0,     0.0,     0.0,     0.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     2.0,     3.0,     4.0,     5.0,     5.0,     5.0,     4.0,     4.0,     4.0,     4.0,     4.0,     3.0,     5.0,     4.0,     5.0,     3.0,     0.0,     5.0,     2.7,   128.0
100160,奜婥壏搙丂丂丂丂丂丂丂丂丂丂丂丂,亷    ,     7.2,     7.0,     7.7,     7.4,     7.2,     6.7,     6.4,     6.5,     6.5,     6.0,     5.5,     4.9,     5.9,     6.5,     6.2,     5.9,     6.7,     7.5,     7.9,     8.5,     9.4,    10.0,     9.3,    10.1,    11.3,    11.5,    12.0,    11.9,    11.5,    11.0,    10.8,    10.8,    10.4,     9.9,     9.5,     9.3,     8.4,     8.0,     7.7,     7.4,     7.4,     7.5,     7.2,     7.2,     7.4,     6.9,     6.7,     6.5,     4.9,    12.0,     8.1,        
100161,奜婥幖搙丂丂丂丂丂丂丂丂丂丂丂丂,%     ,    70.0,    71.0,    56.0,    62.0,    60.0,    63.0,    62.0,    64.0,    67.0,    75.0,    76.0,    78.0,    69.0,    68.0,    59.0,    71.0,    62.0,    52.0,    50.0,    45.0,    44.0,    39.0,    50.0,    43.0,    39.0,    39.0,    35.0,    37.0,    39.0,    39.0,    39.0,    41.0,    42.0,    45.0,    46.0,    48.0,    51.0,    52.0,    54.0,    54.0,    54.0,    52.0,    49.0,    49.0,    53.0,    54.0,    52.0,    56.0,    35.0,    78.0,    53.6,        
