date_time,東ｷｬﾝﾊﾟｽ受電電力量,西ｷｬﾝﾊﾟｽ受電電力量,中地区方面電力量,西地区方面電力量,北地区方面電力量,6号館方面電力量 ,16号館方面電力量,2号館電力量 ,1号館電力量 ,5号館電力量 ,3･7･8号館電力量 ,19･20号館電力量 ,10号館電力量,ｷｬﾝﾊﾟｽﾌﾟﾗｻﾞ･15号館電力量,33号館電力量,17･11号館電力量 ,30･31号館電力量 ,32号館電力量,第一学生ﾎｰﾙ･9号館電力量 ,図書館電力量,図書館新館電力量,21号館電力量,22号館(東)電力量,24号館(総合情報ｾﾝﾀｰ)電力量,23号館(ﾘｻｰﾁｾﾝﾀｰ)電力量,ﾒﾓﾘｱﾙﾎｰﾙ電力量,体育･文化ｾﾝﾀｰ電力量 ,5号館屋外電力量 ,図書館(空調)電力量,22号館(西)電力量,25号館方面電力量,ｸﾞﾗｳﾝﾄﾞ方面電力量 ,70号館方面電力量,50号館方面電力量,50･51号館電力量 ,53号館(地上)電力量,52号館電力量,ﾌﾛﾝﾃｨｱ研究棟電力量,高電圧実験室電力量,体育館電力量,ｸﾞﾗｳﾝﾄﾞ電力量 ,29号館(ｸﾗﾌﾞ･ｻｰｸﾙﾌﾟﾗｻﾞ)電力量,ﾃﾆｽｺｰﾄ電力量,53号館(屋上)電力量,超伝導実験棟電力量,72号館電力量,体育館(空調)電力量,55号館電力量,70･71号館電力量 ,武道体育館電力量,25号館電力量,14号館方面電力量,その他電力量,不言実行館電力量,外気温度,外気湿度
2018-04-09 00:00:00,700,273,230,130,177,10,54,27,4,37,70,32,8,14,51,38,61,27,11,7,6,12,2,28,10,3,29,36,2,1,20,39,10,156,84,45,3,NA,0,0,0,3,0,6,0,0,0,17,12,2,20,22,37,7,11.7,123
2018-04-09 01:00:00,699,271,230,131,174,9,55,27,4,35,70,33,7,15,51,37,59,26,12,7,6,12,3,28,8,4,30,35,3,2,20,32,11,157,87,46,4,NA,2,0,0,4,0,7,0,1,0,17,12,4,21,22,28,7,11.8,117
2018-04-09 02:00:00,701,277,233,131,179,10,53,27,5,37,71,34,8,14,52,38,61,27,11,7,6,12,3,29,10,5,30,36,2,1,21,40,10,154,83,45,4,NA,0,0,0,4,0,7,0,1,0,17,12,7,22,23,33,8,10.2,126
2018-04-09 03:00:00,722,277,247,136,178,11,54,45,4,36,71,33,8,15,51,38,60,29,13,7,6,12,3,28,10,3,30,35,3,2,21,36,11,159,87,48,3,NA,2,0,0,4,0,7,0,1,0,17,12,6,21,21,30,9,9.5,127
2018-04-09 04:00:00,703,278,237,133,180,11,54,30,5,37,71,34,8,13,52,38,62,28,11,7,7,12,2,29,12,5,29,37,4,1,21,36,11,162,90,47,4,NA,1,0,0,4,0,6,0,1,0,18,12,3,21,23,33,7,8.5,136
2018-04-09 05:00:00,687,285,239,107,182,10,54,28,5,37,71,37,8,15,52,38,62,29,12,8,8,12,3,28,11,3,4,35,2,1,21,31,10,171,96,49,4,NA,1,0,0,3,0,7,0,1,0,17,12,3,22,23,29,8,8,144
2018-04-09 06:00:00,688,297,251,100,177,10,53,35,6,36,73,41,8,17,52,36,61,27,12,7,8,12,3,29,13,3,0,35,3,2,24,35,11,175,99,48,4,NA,1,1,0,4,0,7,0,1,0,18,13,3,25,21,32,8,9.4,141
2018-04-09 07:00:00,737,328,299,97,185,9,54,61,9,45,72,41,10,24,55,37,66,26,14,6,6,13,3,29,10,6,0,35,3,3,39,37,16,183,105,51,6,NA,1,0,0,3,0,7,0,5,0,17,13,3,39,18,34,7,13,128
2018-04-09 08:00:00,936,444,400,128,199,10,66,62,25,52,73,62,28,57,58,40,75,27,19,15,9,24,6,31,11,5,0,34,3,3,54,40,43,242,158,45,6,NA,1,1,0,4,0,15,0,5,0,16,41,6,55,19,33,16,17.5,107
2018-04-09 09:00:00,1416,626,601,347,235,15,82,93,32,75,102,107,69,81,69,43,93,30,28,62,23,42,33,33,20,4,0,38,28,3,96,62,61,361,254,47,8,NA,1,7,0,7,0,20,0,10,0,31,54,5,96,35,46,41,21.6,83
2018-04-09 10:00:00,1534,672,655,386,263,16,86,85,35,92,135,109,74,82,72,46,108,35,30,62,24,55,37,36,15,6,0,35,16,5,125,67,57,363,244,45,7,NA,2,11,0,9,0,19,3,9,0,46,51,4,121,46,44,34,23.9,79
2018-04-09 11:00:00,1725,747,730,455,283,23,93,94,39,98,156,131,80,90,74,50,121,38,29,68,25,67,40,36,16,5,0,38,15,9,142,73,82,408,277,49,11,NA,1,12,0,11,0,22,5,19,1,48,65,4,137,63,46,49,24.9,85
2018-04-09 12:00:00,1678,707,764,432,277,20,90,111,36,100,161,144,74,91,73,48,116,39,29,71,24,65,37,35,12,5,0,35,23,8,140,74,74,381,261,50,11,NA,2,13,0,13,0,20,4,20,2,38,56,6,136,50,41,45,28.1,76
2018-04-09 13:00:00,1678,718,722,445,288,22,94,103,40,98,142,136,65,96,70,48,132,37,26,75,27,64,32,36,16,4,0,38,19,11,143,85,71,373,255,49,12,NA,2,19,0,17,0,18,5,23,1,39,49,7,138,49,41,46,29.8,78
2018-04-09 14:00:00,1692,681,726,444,292,22,96,103,36,101,158,132,66,86,69,49,134,38,22,68,24,63,36,35,19,6,0,36,15,13,137,83,74,346,228,48,12,NA,1,25,0,18,1,18,5,22,0,39,55,5,132,54,36,47,29.5,82
2018-04-09 15:00:00,1696,675,715,444,292,24,100,103,35,94,165,116,68,92,69,52,131,37,18,77,23,50,38,40,19,4,2,36,20,11,148,86,76,316,196,47,13,NA,2,26,0,16,0,17,4,23,0,41,54,5,145,59,41,50,28.6,86
2018-04-09 16:00:00,1594,680,670,417,284,23,100,82,33,93,151,110,66,90,67,53,126,36,14,71,23,45,34,42,18,6,4,38,10,10,158,99,69,315,191,49,13,NA,3,24,0,16,1,17,4,19,0,44,53,10,153,60,50,49,27.8,94
2018-04-09 17:00:00,1442,624,611,350,266,21,104,94,32,67,149,93,48,83,70,53,108,35,12,62,24,40,20,37,13,5,13,34,6,5,108,141,56,275,171,48,11,NA,2,30,0,13,3,16,3,13,0,29,46,38,105,49,58,49,26.6,102
2018-04-09 18:00:00,1361,682,540,344,262,23,97,75,33,62,148,81,38,61,71,53,101,34,11,60,23,39,10,33,12,8,45,36,7,4,72,253,53,257,161,52,13,NA,3,32,30,15,4,9,1,10,0,23,44,36,71,44,134,39,23.4,118
2018-04-09 19:00:00,1205,642,461,301,247,19,87,60,26,60,136,66,30,42,68,55,86,35,12,60,21,37,4,30,12,10,36,35,5,3,59,269,36,227,135,52,10,NA,2,30,36,14,4,9,0,6,0,20,34,35,59,41,148,32,21.5,130
2018-04-09 20:00:00,1049,553,386,244,230,18,77,56,18,48,111,57,24,29,64,51,81,36,12,58,21,27,4,28,12,10,14,34,6,2,47,238,31,203,121,47,10,NA,1,29,33,13,3,6,0,3,0,19,29,40,47,38,122,29,20.9,127
2018-04-09 21:00:00,893,384,314,193,208,16,74,54,12,48,83,42,14,18,58,46,70,35,12,21,12,20,3,29,12,8,32,37,4,4,40,94,15,188,109,49,7,NA,1,17,3,9,0,7,0,2,0,18,18,15,40,35,52,21,21.3,119
2018-04-09 22:00:00,768,327,261,138,189,14,66,35,7,36,77,44,10,15,51,40,67,30,11,5,7,16,3,28,8,4,31,36,3,2,27,58,13,178,101,47,7,NA,1,5,0,4,0,6,0,0,0,17,14,7,28,31,44,9,20.4,124
2018-04-09 23:00:00,744,315,255,134,186,13,60,35,5,36,77,39,9,16,50,40,64,32,11,4,7,15,2,28,9,4,31,36,3,2,28,55,13,169,95,48,7,NA,1,1,0,4,0,6,0,2,0,16,14,7,28,29,45,7,19.9,127
2018-04-10 00:00:00,741,294,255,131,178,11,58,38,4,32,78,41,7,15,50,36,61,28,11,4,6,13,2,27,8,3,30,35,3,1,25,45,12,163,91,45,6,NA,1,0,0,3,0,6,0,1,0,15,14,3,26,28,41,7,17.5,141
2018-04-10 01:00:00,739,294,264,131,179,12,59,41,5,36,79,40,8,16,50,38,60,31,12,5,6,13,3,28,9,4,31,34,2,2,26,42,13,162,93,44,6,NA,1,0,0,4,0,6,0,1,0,15,13,4,25,27,40,10,15.7,147
2018-04-10 02:00:00,730,287,248,133,177,11,59,28,4,32,79,41,8,16,51,36,61,29,11,5,7,13,3,28,9,4,32,36,3,1,24,38,12,165,96,43,6,NA,1,0,0,4,0,6,0,1,0,15,14,3,24,27,35,8,14.2,149
2018-04-10 03:00:00,732,286,251,133,178,11,58,30,5,36,79,41,8,15,50,38,60,29,11,5,7,13,3,30,8,4,32,34,4,2,23,32,13,165,94,45,6,NA,1,0,0,3,0,7,0,1,0,15,14,3,23,26,28,7,14.600000000000001,143
2018-04-10 04:00:00,737,287,254,130,180,11,59,32,5,33,79,42,8,17,51,37,61,29,12,5,7,14,2,28,8,4,31,37,3,2,23,37,13,167,96,46,5,NA,1,0,0,4,0,6,0,1,0,16,15,3,24,26,34,8,14.2,137
2018-04-10 05:00:00,727,290,281,105,181,12,59,47,5,36,79,50,8,18,51,37,62,30,11,4,6,13,3,29,8,4,5,36,3,1,22,32,12,171,102,43,4,NA,1,0,0,4,0,6,0,1,0,16,14,3,22,23,29,8,14,133
2018-04-10 06:00:00,703,301,267,94,176,11,59,37,7,30,80,46,8,21,50,34,63,28,11,5,6,14,3,28,9,4,0,36,2,2,28,37,12,175,105,44,5,NA,1,0,0,3,0,7,0,1,0,17,13,3,28,22,34,9,14.2,134
2018-04-10 07:00:00,739,343,303,86,177,9,59,51,7,42,81,50,9,23,52,33,63,29,15,4,6,15,3,29,8,4,0,38,3,3,47,39,18,182,107,49,6,NA,1,1,0,5,0,7,0,4,0,16,15,3,47,17,35,4,18.1,115
2018-04-10 08:00:00,968,448,444,123,197,9,65,97,17,42,84,73,34,58,55,37,74,30,22,15,12,21,7,31,9,4,0,34,3,3,58,66,37,224,142,47,7,NA,1,4,0,10,0,15,0,4,0,15,37,7,58,19,47,12,22.5,97
2018-04-10 09:00:00,1363,626,597,323,230,13,84,93,38,67,120,95,61,80,60,45,92,31,28,53,24,40,36,40,16,3,0,38,18,5,87,80,72,334,225,46,8,NA,1,17,0,13,0,18,0,10,0,36,64,4,87,28,48,34,26.4,76
2018-04-10 10:00:00,1500,657,649,384,247,12,95,109,34,76,123,105,72,86,67,43,102,35,29,70,23,52,39,42,19,4,0,35,15,4,110,86,59,356,243,48,9,NA,1,23,0,13,0,19,4,8,0,36,53,7,107,41,44,37,29.8,55
2018-04-10 11:00:00,1548,719,679,407,264,16,95,115,35,78,125,116,78,88,70,40,118,33,28,78,25,55,37,40,20,4,0,39,16,9,133,89,74,374,258,51,11,NA,2,24,0,13,0,19,5,14,0,33,62,14,128,35,41,35,33.4,38
2018-04-10 12:00:00,1502,717,659,397,255,16,90,92,30,76,124,116,77,96,70,41,107,35,30,75,23,57,31,41,13,3,0,37,12,9,150,79,68,366,253,51,13,NA,1,19,0,14,1,17,4,11,0,31,59,9,146,37,39,35,40.1,27
2018-04-10 13:00:00,1615,762,675,454,275,17,92,127,29,74,119,119,72,90,72,45,117,38,25,82,49,53,44,42,17,3,0,39,25,9,168,93,78,384,256,64,9,NA,6,19,0,18,0,21,3,20,0,32,60,9,164,38,42,39,42.6,27
2018-04-10 14:00:00,1601,720,660,453,278,17,93,105,27,81,125,124,71,85,72,47,121,36,20,92,45,48,48,42,14,4,0,37,22,8,141,86,73,381,253,56,10,NA,3,17,0,18,1,20,3,22,2,40,52,5,138,41,43,39,42.900000000000006,25
2018-04-10 15:00:00,1596,706,623,472,281,19,93,90,28,76,132,103,63,89,72,53,120,35,16,97,44,47,34,42,15,3,4,38,32,10,149,96,70,350,220,59,9,NA,2,23,0,15,1,19,2,23,1,39,50,4,147,44,53,42,40.400000000000006,29
2018-04-10 16:00:00,1553,708,622,448,272,19,93,110,29,75,123,101,51,89,71,59,108,32,14,85,44,44,35,40,16,3,18,37,22,8,147,112,67,340,213,60,8,NA,2,24,0,14,1,18,3,21,0,40,47,14,145,48,62,47,39.2,37
2018-04-10 17:00:00,1459,696,568,421,261,20,89,84,28,71,127,97,38,80,71,55,99,35,11,78,43,36,24,39,15,3,31,36,29,7,111,173,60,309,202,50,8,NA,2,25,0,12,1,15,1,14,1,30,49,36,110,47,99,44,36.400000000000006,63
2018-04-10 18:00:00,1366,711,501,416,248,19,88,65,26,55,126,78,38,68,66,55,94,32,12,78,41,30,15,39,12,5,40,36,37,5,88,269,48,260,167,51,8,NA,1,25,26,14,5,9,0,8,1,25,41,35,88,45,161,40,32.2,99
2018-04-10 19:00:00,1236,645,450,367,230,16,86,74,21,49,116,67,40,42,65,52,79,34,12,79,44,26,5,31,14,8,38,35,39,4,67,278,35,227,138,55,6,NA,1,26,32,10,4,9,0,7,1,18,31,37,67,44,167,30,29.8,121
2018-04-10 20:00:00,1073,564,374,297,219,16,80,46,17,42,97,60,32,39,60,48,76,33,12,76,40,27,4,28,15,8,7,36,33,2,41,256,25,199,118,51,6,NA,1,22,32,10,4,6,0,3,0,19,24,31,40,39,158,25,28.6,127
2018-04-10 21:00:00,861,441,303,183,200,16,73,38,13,43,88,45,18,19,55,43,71,32,12,18,13,26,4,29,12,8,29,36,3,3,37,164,15,185,108,49,6,NA,1,17,3,8,0,6,0,2,0,18,16,11,37,32,128,16,27.9,113
2018-04-10 22:00:00,771,380,269,141,189,13,67,40,8,35,81,39,9,16,53,39,65,29,11,5,9,19,3,29,9,4,29,36,2,2,28,131,13,162,91,43,4,NA,1,1,0,5,0,6,0,1,0,19,14,6,28,27,122,8,27.1,97
2018-04-10 23:00:00,748,323,264,132,185,13,61,48,5,34,80,34,9,16,52,39,65,29,11,4,7,17,3,29,8,4,30,36,3,2,27,78,13,157,86,44,4,NA,1,1,0,4,0,6,0,2,0,17,13,3,28,24,71,6,26.6,101
